nr,nazwa,pp,numberOfSeeds,seeds,totalNumberOfSeeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
2,12,0.1,1,[499],18,1133,49,0,428,37.775816416593116,[],3
2,12,0.1,1,[724],19,1133,50,0,429,37.86407766990291,[],3
2,12,0.1,1,[50],20,1133,51,2,432,38.128861429832305,[],3
2,12,0.1,1,[50],20,1133,52,2,434,38.305383936451896,[],3
2,12,0.1,1,[50],20,1133,53,0,434,38.305383936451896,[],3
2,12,0.1,1,[239],21,1133,54,0,435,38.39364518976169,[],3
2,12,0.1,1,[848],22,1133,55,1,437,38.57016769638129,[],3
2,12,0.1,1,[848],22,1133,56,1,438,38.658428949691086,[],3
2,12,0.1,1,[848],22,1133,57,1,439,38.74669020300088,[],3
2,12,0.1,1,[848],22,1133,58,0,439,38.74669020300088,[],3
2,12,0.1,1,[145],23,1133,59,0,440,38.83495145631068,[],3
2,12,0.1,1,[484],24,1133,60,0,441,38.92321270962047,[],3
2,12,0.1,1,[81],25,1133,61,0,442,39.01147396293027,[],3
2,12,0.1,1,[975],26,1133,62,0,443,39.09973521624007,[],3
2,12,0.1,1,[313],27,1133,63,0,444,39.187996469549866,[],3
2,12,0.1,1,[764],28,1133,64,1,446,39.364518976169464,[],3
2,12,0.1,1,[764],28,1133,65,0,446,39.364518976169464,[],3
2,12,0.1,1,[84],29,1133,66,0,447,39.45278022947926,[],3
2,12,0.1,1,[242],30,1133,67,1,449,39.62930273609885,[],3
2,12,0.1,1,[242],30,1133,68,1,450,39.71756398940865,[],3
2,12,0.1,1,[242],30,1133,69,0,450,39.71756398940865,[],3
2,12,0.1,1,[135],31,1133,70,0,451,39.80582524271845,[],3
2,12,0.1,1,[463],32,1133,71,0,452,39.894086496028244,[],3
2,12,0.1,1,[693],33,1133,72,0,453,39.98234774933805,[],3
2,12,0.1,2,"[104, 22]",2,1133,1,9,11,0.9708737864077669,[],3
2,12,0.1,2,"[104, 22]",2,1133,2,14,25,2.206531332744925,[],3
2,12,0.1,2,"[104, 22]",2,1133,3,35,60,5.29567519858782,[],3
2,12,0.1,2,"[104, 22]",2,1133,4,34,94,8.296557811120918,[],3
2,12,0.1,2,"[104, 22]",2,1133,5,61,155,13.680494263018536,[],3
2,12,0.1,2,"[104, 22]",2,1133,6,53,208,18.358340688437778,[],3
2,12,0.1,2,"[104, 22]",2,1133,7,58,266,23.477493380406,[],3
2,12,0.1,2,"[104, 22]",2,1133,8,49,315,27.802294792586054,[],3
2,12,0.1,2,"[104, 22]",2,1133,9,31,346,30.53839364518976,[],3
2,12,0.1,2,"[104, 22]",2,1133,10,18,364,32.12709620476611,[],3
2,12,0.1,2,"[104, 22]",2,1133,11,9,373,32.92144748455428,[],3
2,12,0.1,2,"[104, 22]",2,1133,12,8,381,33.627537511032656,[],3
2,12,0.1,2,"[104, 22]",2,1133,13,1,382,33.71579876434245,[],3
2,12,0.1,2,"[104, 22]",2,1133,14,0,382,33.71579876434245,[],3
2,12,0.1,2,"[395, 68]",4,1133,15,0,384,33.89232127096205,[],3
2,12,0.1,2,"[453, 338]",6,1133,16,2,388,34.24536628420123,[],3
2,12,0.1,2,"[453, 338]",6,1133,17,4,392,34.59841129744042,[],3
2,12,0.1,2,"[453, 338]",6,1133,18,2,394,34.77493380406001,[],3
2,12,0.1,2,"[453, 338]",6,1133,19,1,395,34.863195057369815,[],3
2,12,0.1,2,"[453, 338]",6,1133,20,0,395,34.863195057369815,[],3
2,12,0.1,2,"[774, 89]",8,1133,21,0,397,35.039717563989406,[],3
2,12,0.1,2,"[611, 181]",10,1133,22,1,400,35.3045013239188,[],3
2,12,0.1,2,"[611, 181]",10,1133,23,4,404,35.65754633715799,[],3
2,12,0.1,2,"[611, 181]",10,1133,24,0,404,35.65754633715799,[],3
2,12,0.1,2,"[686, 312]",12,1133,25,0,406,35.83406884377759,[],3
2,12,0.1,2,"[286, 756]",14,1133,26,4,412,36.36363636363637,[],3
2,12,0.1,2,"[286, 756]",14,1133,27,5,417,36.80494263018535,[],3
2,12,0.1,2,"[286, 756]",14,1133,28,2,419,36.98146513680494,[],3
2,12,0.1,2,"[286, 756]",14,1133,29,1,420,37.06972639011474,[],3
2,12,0.1,2,"[286, 756]",14,1133,30,2,422,37.246248896734336,[],3
2,12,0.1,2,"[286, 756]",14,1133,31,0,422,37.246248896734336,[],3
2,12,0.1,2,"[18, 383]",16,1133,32,0,424,37.42277140335393,[],3
2,12,0.1,2,"[500, 270]",18,1133,33,1,427,37.68755516328332,[],3
2,12,0.1,2,"[500, 270]",18,1133,34,0,427,37.68755516328332,[],3
2,12,0.1,2,"[499, 724]",20,1133,35,0,429,37.86407766990291,[],3
2,12,0.1,2,"[50, 239]",22,1133,36,2,433,38.2171226831421,[],3
2,12,0.1,2,"[50, 239]",22,1133,37,3,436,38.48190644307149,[],3
2,12,0.1,2,"[50, 239]",22,1133,38,0,436,38.48190644307149,[],3
2,12,0.1,2,"[848, 145]",24,1133,39,0,438,38.658428949691086,[],3
2,12,0.1,2,"[484, 81]",26,1133,40,1,441,38.92321270962047,[],3
2,12,0.1,2,"[484, 81]",26,1133,41,1,442,39.01147396293027,[],3
2,12,0.1,2,"[484, 81]",26,1133,42,0,442,39.01147396293027,[],3
2,12,0.1,2,"[975, 313]",28,1133,43,0,444,39.187996469549866,[],3
2,12,0.1,2,"[764, 84]",30,1133,44,1,447,39.45278022947926,[],3
2,12,0.1,2,"[764, 84]",30,1133,45,1,448,39.541041482789055,[],3
2,12,0.1,2,"[764, 84]",30,1133,46,1,449,39.62930273609885,[],3
2,12,0.1,2,"[764, 84]",30,1133,47,0,449,39.62930273609885,[],3
2,12,0.1,2,"[242, 135]",32,1133,48,0,451,39.80582524271845,[],3
2,12,0.1,1,[463],33,1133,49,0,452,39.894086496028244,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,1,23,27,2.383053839364519,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,2,39,66,5.825242718446602,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,3,65,131,11.562224183583407,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,4,51,182,16.063548102383056,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,5,72,254,22.41835834068844,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,6,56,310,27.360988526037072,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,7,37,347,30.62665489849956,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,8,20,367,32.3918799646955,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,9,10,377,33.27449249779347,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,10,5,382,33.71579876434245,[],3
2,12,0.1,4,"[104, 22, 332, 15]",4,1133,11,0,382,33.71579876434245,[],3
2,12,0.1,4,"[395, 68, 453, 338]",8,1133,12,0,386,34.06884377758164,[],3
2,12,0.1,4,"[37, 774, 89, 611]",12,1133,13,5,395,34.863195057369815,[],3
2,12,0.1,4,"[37, 774, 89, 611]",12,1133,14,5,400,35.3045013239188,[],3
2,12,0.1,4,"[37, 774, 89, 611]",12,1133,15,2,402,35.48102383053839,[],3
2,12,0.1,4,"[37, 774, 89, 611]",12,1133,16,0,402,35.48102383053839,[],3
2,12,0.1,4,"[181, 686, 312, 286]",16,1133,17,0,406,35.83406884377759,[],3
2,12,0.1,4,"[756, 18, 383, 500]",20,1133,18,6,416,36.716681376875556,[],3
2,12,0.1,4,"[756, 18, 383, 500]",20,1133,19,5,421,37.15798764342454,[],3
2,12,0.1,4,"[756, 18, 383, 500]",20,1133,20,2,423,37.33451015004413,[],3
2,12,0.1,4,"[756, 18, 383, 500]",20,1133,21,1,424,37.42277140335393,[],3
2,12,0.1,4,"[756, 18, 383, 500]",20,1133,22,2,426,37.59929390997352,[],3
2,12,0.1,4,"[756, 18, 383, 500]",20,1133,23,0,426,37.59929390997352,[],3
2,12,0.1,4,"[270, 499, 724, 50]",24,1133,24,0,430,37.95233892321271,[],3
2,12,0.1,4,"[239, 848, 145, 484]",28,1133,25,3,437,38.57016769638129,[],3
2,12,0.1,4,"[239, 848, 145, 484]",28,1133,26,3,440,38.83495145631068,[],3
2,12,0.1,4,"[239, 848, 145, 484]",28,1133,27,1,441,38.92321270962047,[],3
2,12,0.1,4,"[239, 848, 145, 484]",28,1133,28,0,441,38.92321270962047,[],3
2,12,0.1,4,"[81, 975, 313, 764]",32,1133,29,0,445,39.27625772285966,[],3
2,12,0.1,1,[84],33,1133,30,1,447,39.45278022947926,[],3
2,12,0.1,1,[84],33,1133,31,1,448,39.541041482789055,[],3
2,12,0.1,1,[84],33,1133,32,1,449,39.62930273609885,[],3
2,12,0.1,1,[84],33,1133,33,0,449,39.62930273609885,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,1,38,46,4.060017652250663,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,2,60,106,9.355692850838482,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,3,78,184,16.24007060900265,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,4,65,249,21.977052074139454,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,5,63,312,27.537511032656663,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,6,30,342,30.185348631950575,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,7,21,363,32.038834951456316,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,8,11,374,33.00970873786408,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,9,5,379,33.451015004413065,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,10,3,382,33.71579876434245,[],3
2,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,11,0,382,33.71579876434245,[],3
2,12,0.1,8,"[395, 68, 453, 338, 37, 774, 89, 611]",16,1133,12,0,390,34.42188879082083,[],3
2,12,0.1,8,"[181, 686, 312, 286, 756, 426, 18, 383]",24,1133,13,9,407,35.92233009708738,[],3
2,12,0.1,8,"[181, 686, 312, 286, 756, 426, 18, 383]",24,1133,14,11,418,36.89320388349515,[],3
2,12,0.1,8,"[181, 686, 312, 286, 756, 426, 18, 383]",24,1133,15,3,421,37.15798764342454,[],3
2,12,0.1,8,"[181, 686, 312, 286, 756, 426, 18, 383]",24,1133,16,1,422,37.246248896734336,[],3
2,12,0.1,8,"[181, 686, 312, 286, 756, 426, 18, 383]",24,1133,17,1,423,37.33451015004413,[],3
2,12,0.1,8,"[181, 686, 312, 286, 756, 426, 18, 383]",24,1133,18,2,425,37.51103265666372,[],3
2,12,0.1,8,"[181, 686, 312, 286, 756, 426, 18, 383]",24,1133,19,0,425,37.51103265666372,[],3
2,12,0.1,8,"[500, 270, 499, 724, 50, 239, 848, 145]",32,1133,20,0,433,38.2171226831421,[],3
2,12,0.1,1,[484],33,1133,21,5,439,38.74669020300088,[],3
2,12,0.1,1,[484],33,1133,22,2,441,38.92321270962047,[],3
2,12,0.1,1,[484],33,1133,23,0,441,38.92321270962047,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,1,64,80,7.0609002647837595,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,2,73,153,13.503971756398942,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,3,74,227,20.03530450132392,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,4,59,286,25.24271844660194,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,5,46,332,29.302736098852606,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,6,23,355,31.332744924977934,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,7,11,366,32.3036187113857,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,8,9,375,33.097969991173876,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,9,4,379,33.451015004413065,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,10,3,382,33.71579876434245,[],3
2,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,11,0,382,33.71579876434245,[],3
2,12,0.1,16,"[395, 68, 453, 338, 37, 774, 89, 611, 181, 686, 312, 286, 756, 426, 18, 383]",32,1133,12,0,398,35.1279788172992,[],3
2,12,0.1,1,[500],33,1133,13,19,418,36.89320388349515,[],3
2,12,0.1,1,[500],33,1133,14,4,422,37.246248896734336,[],3
2,12,0.1,1,[500],33,1133,15,1,423,37.33451015004413,[],3
2,12,0.1,1,[500],33,1133,16,1,424,37.42277140335393,[],3
2,12,0.1,1,[500],33,1133,17,2,426,37.59929390997352,[],3
2,12,0.1,1,[500],33,1133,18,0,426,37.59929390997352,[],3
1,12,0.1,1,[104],1,1133,1,5,6,0.529567519858782,[],3
1,12,0.1,1,[104],1,1133,2,8,14,1.235657546337158,[],3
1,12,0.1,1,[104],1,1133,3,16,30,2.64783759929391,[],3
1,12,0.1,1,[104],1,1133,4,27,57,5.030891438658429,[],3
1,12,0.1,1,[104],1,1133,5,38,95,8.384819064430715,[],3
1,12,0.1,1,[104],1,1133,6,42,137,12.09179170344219,[],3
1,12,0.1,1,[104],1,1133,7,59,196,17.29920564872021,[],3
1,12,0.1,1,[104],1,1133,8,64,260,22.94792586054722,[],3
1,12,0.1,1,[104],1,1133,9,48,308,27.184466019417474,[],3
1,12,0.1,1,[104],1,1133,10,26,334,29.479258605472197,[],3
1,12,0.1,1,[104],1,1133,11,13,347,30.62665489849956,[],3
1,12,0.1,1,[104],1,1133,12,9,356,31.42100617828773,[],3
1,12,0.1,1,[104],1,1133,13,2,358,31.597528684907328,[],3
1,12,0.1,1,[104],1,1133,14,0,358,31.597528684907328,[],3
1,12,0.1,1,[577],2,1133,15,0,359,31.685789938217123,[],3
1,12,0.1,1,[133],3,1133,16,3,363,32.038834951456316,[],3
1,12,0.1,1,[133],3,1133,17,2,365,32.21535745807591,[],3
1,12,0.1,1,[133],3,1133,18,1,366,32.3036187113857,[],3
1,12,0.1,1,[133],3,1133,19,0,366,32.3036187113857,[],3
1,12,0.1,1,[51],4,1133,20,0,367,32.3918799646955,[],3
1,12,0.1,1,[115],5,1133,21,4,372,32.83318623124448,[],3
1,12,0.1,1,[115],5,1133,22,5,377,33.27449249779347,[],3
1,12,0.1,1,[115],5,1133,23,2,379,33.451015004413065,[],3
1,12,0.1,1,[115],5,1133,24,1,380,33.53927625772286,[],3
1,12,0.1,1,[115],5,1133,25,1,381,33.627537511032656,[],3
1,12,0.1,1,[115],5,1133,26,0,381,33.627537511032656,[],3
1,12,0.1,1,[340],6,1133,27,0,382,33.71579876434245,[],3
1,12,0.1,1,[355],7,1133,28,1,384,33.89232127096205,[],3
1,12,0.1,1,[355],7,1133,29,3,387,34.15710503089144,[],3
1,12,0.1,1,[355],7,1133,30,1,388,34.24536628420123,[],3
1,12,0.1,1,[355],7,1133,31,0,388,34.24536628420123,[],3
1,12,0.1,1,[57],8,1133,32,0,389,34.33362753751103,[],3
1,12,0.1,1,[482],9,1133,33,2,392,34.59841129744042,[],3
1,12,0.1,1,[482],9,1133,34,4,396,34.95145631067961,[],3
1,12,0.1,1,[482],9,1133,35,5,401,35.392762577228595,[],3
1,12,0.1,1,[482],9,1133,36,0,401,35.392762577228595,[],3
1,12,0.1,1,[197],10,1133,37,0,402,35.48102383053839,[],3
1,12,0.1,1,[597],11,1133,38,3,406,35.83406884377759,[],3
1,12,0.1,1,[597],11,1133,39,0,406,35.83406884377759,[],3
1,12,0.1,1,[774],12,1133,40,0,407,35.92233009708738,[],3
1,12,0.1,1,[89],13,1133,41,2,410,36.18711385701677,[],3
1,12,0.1,1,[89],13,1133,42,3,413,36.45189761694616,[],3
1,12,0.1,1,[89],13,1133,43,0,413,36.45189761694616,[],3
1,12,0.1,1,[686],14,1133,44,0,414,36.54015887025596,[],3
1,12,0.1,1,[92],15,1133,45,1,416,36.716681376875556,[],3
1,12,0.1,1,[92],15,1133,46,2,418,36.89320388349515,[],3
1,12,0.1,1,[92],15,1133,47,2,420,37.06972639011474,[],3
1,12,0.1,1,[92],15,1133,48,0,420,37.06972639011474,[],3
1,12,0.1,1,[286],16,1133,49,0,421,37.15798764342454,[],3
1,12,0.1,1,[756],17,1133,50,0,422,37.246248896734336,[],3
1,12,0.1,1,[315],18,1133,51,3,426,37.59929390997352,[],3
1,12,0.1,1,[315],18,1133,52,5,431,38.0406001765225,[],3
1,12,0.1,1,[315],18,1133,53,1,432,38.128861429832305,[],3
1,12,0.1,1,[315],18,1133,54,0,432,38.128861429832305,[],3
1,12,0.1,1,[392],19,1133,55,0,433,38.2171226831421,[],3
1,12,0.1,1,[457],20,1133,56,1,435,38.39364518976169,[],3
1,12,0.1,1,[457],20,1133,57,3,438,38.658428949691086,[],3
1,12,0.1,1,[457],20,1133,58,1,439,38.74669020300088,[],3
1,12,0.1,1,[457],20,1133,59,2,441,38.92321270962047,[],3
1,12,0.1,1,[457],20,1133,60,3,444,39.187996469549866,[],3
1,12,0.1,1,[457],20,1133,61,2,446,39.364518976169464,[],3
1,12,0.1,1,[457],20,1133,62,1,447,39.45278022947926,[],3
1,12,0.1,1,[457],20,1133,63,0,447,39.45278022947926,[],3
1,12,0.1,1,[29],21,1133,64,0,448,39.541041482789055,[],3
1,12,0.1,1,[267],22,1133,65,1,450,39.71756398940865,[],3
1,12,0.1,1,[267],22,1133,66,0,450,39.71756398940865,[],3
1,12,0.1,1,[500],23,1133,67,0,451,39.80582524271845,[],3
1,12,0.1,1,[270],24,1133,68,1,453,39.98234774933805,[],3
1,12,0.1,1,[270],24,1133,69,2,455,40.15887025595764,[],3
1,12,0.1,1,[270],24,1133,70,0,455,40.15887025595764,[],3
1,12,0.1,1,[320],25,1133,71,0,456,40.24713150926743,[],3
1,12,0.1,1,[531],26,1133,72,0,457,40.33539276257723,[],3
1,12,0.1,1,[1004],27,1133,73,1,459,40.51191526919683,[],3
1,12,0.1,1,[1004],27,1133,74,1,460,40.60017652250662,[],3
1,12,0.1,1,[1004],27,1133,75,1,461,40.68843777581642,[],3
1,12,0.1,1,[1004],27,1133,76,0,461,40.68843777581642,[],3
1,12,0.1,1,[511],28,1133,77,0,462,40.77669902912621,[],3
1,12,0.1,1,[400],29,1133,78,0,463,40.86496028243601,[],3
1,12,0.1,1,[975],30,1133,79,1,465,41.04148278905561,[],3
1,12,0.1,1,[975],30,1133,80,4,469,41.394527802294796,[],3
1,12,0.1,1,[975],30,1133,81,2,471,41.57105030891439,[],3
1,12,0.1,1,[975],30,1133,82,1,472,41.65931156222418,[],3
1,12,0.1,1,[975],30,1133,83,0,472,41.65931156222418,[],3
1,12,0.1,1,[458],31,1133,84,0,473,41.74757281553398,[],3
1,12,0.1,1,[266],32,1133,85,0,474,41.83583406884378,[],3
1,12,0.1,1,[764],33,1133,86,1,476,42.01235657546337,[],3
1,12,0.1,1,[764],33,1133,87,1,477,42.10061782877317,[],3
1,12,0.1,1,[764],33,1133,88,1,478,42.18887908208296,[],3
1,12,0.1,1,[764],33,1133,89,0,478,42.18887908208296,[],3
1,12,0.1,2,"[104, 22]",2,1133,1,12,14,1.235657546337158,[],3
1,12,0.1,2,"[104, 22]",2,1133,2,18,32,2.824360105913504,[],3
1,12,0.1,2,"[104, 22]",2,1133,3,20,52,4.5895851721094445,[],3
1,12,0.1,2,"[104, 22]",2,1133,4,27,79,6.972639011473963,[],3
1,12,0.1,2,"[104, 22]",2,1133,5,38,117,10.326566637246248,[],3
1,12,0.1,2,"[104, 22]",2,1133,6,46,163,14.386584289496913,[],3
1,12,0.1,2,"[104, 22]",2,1133,7,62,225,19.858781994704326,[],3
1,12,0.1,2,"[104, 22]",2,1133,8,55,280,24.71315092674316,[],3
1,12,0.1,2,"[104, 22]",2,1133,9,38,318,28.067078552515447,[],3
1,12,0.1,2,"[104, 22]",2,1133,10,22,340,30.008826125330977,[],3
1,12,0.1,2,"[104, 22]",2,1133,11,10,350,30.89143865842895,[],3
1,12,0.1,2,"[104, 22]",2,1133,12,7,357,31.509267431597525,[],3
1,12,0.1,2,"[104, 22]",2,1133,13,1,358,31.597528684907328,[],3
1,12,0.1,2,"[104, 22]",2,1133,14,0,358,31.597528684907328,[],3
1,12,0.1,2,"[577, 133]",4,1133,15,0,360,31.77405119152692,[],3
1,12,0.1,2,"[51, 115]",6,1133,16,5,367,32.3918799646955,[],3
1,12,0.1,2,"[51, 115]",6,1133,17,6,373,32.92144748455428,[],3
1,12,0.1,2,"[51, 115]",6,1133,18,4,377,33.27449249779347,[],3
1,12,0.1,2,"[51, 115]",6,1133,19,2,379,33.451015004413065,[],3
1,12,0.1,2,"[51, 115]",6,1133,20,1,380,33.53927625772286,[],3
1,12,0.1,2,"[51, 115]",6,1133,21,1,381,33.627537511032656,[],3
1,12,0.1,2,"[51, 115]",6,1133,22,0,381,33.627537511032656,[],3
1,12,0.1,2,"[340, 355]",8,1133,23,0,383,33.80406001765225,[],3
1,12,0.1,2,"[57, 482]",10,1133,24,3,388,34.24536628420123,[],3
1,12,0.1,2,"[57, 482]",10,1133,25,6,394,34.77493380406001,[],3
1,12,0.1,2,"[57, 482]",10,1133,26,5,399,35.216240070609004,[],3
1,12,0.1,2,"[57, 482]",10,1133,27,2,401,35.392762577228595,[],3
1,12,0.1,2,"[57, 482]",10,1133,28,0,401,35.392762577228595,[],3
1,12,0.1,2,"[197, 597]",12,1133,29,0,403,35.56928508384819,[],3
1,12,0.1,2,"[774, 89]",14,1133,30,3,408,36.01059135039718,[],3
1,12,0.1,2,"[774, 89]",14,1133,31,2,410,36.18711385701677,[],3
1,12,0.1,2,"[774, 89]",14,1133,32,3,413,36.45189761694616,[],3
1,12,0.1,2,"[774, 89]",14,1133,33,0,413,36.45189761694616,[],3
1,12,0.1,2,"[686, 92]",16,1133,34,0,415,36.62842012356575,[],3
1,12,0.1,2,"[286, 756]",18,1133,35,2,419,36.98146513680494,[],3
1,12,0.1,2,"[286, 756]",18,1133,36,4,423,37.33451015004413,[],3
1,12,0.1,2,"[286, 756]",18,1133,37,5,428,37.775816416593116,[],3
1,12,0.1,2,"[286, 756]",18,1133,38,1,429,37.86407766990291,[],3
1,12,0.1,2,"[286, 756]",18,1133,39,0,429,37.86407766990291,[],3
1,12,0.1,2,"[315, 392]",20,1133,40,0,431,38.0406001765225,[],3
1,12,0.1,2,"[457, 29]",22,1133,41,3,436,38.48190644307149,[],3
1,12,0.1,2,"[457, 29]",22,1133,42,4,440,38.83495145631068,[],3
1,12,0.1,2,"[457, 29]",22,1133,43,1,441,38.92321270962047,[],3
1,12,0.1,2,"[457, 29]",22,1133,44,2,443,39.09973521624007,[],3
1,12,0.1,2,"[457, 29]",22,1133,45,3,446,39.364518976169464,[],3
1,12,0.1,2,"[457, 29]",22,1133,46,2,448,39.541041482789055,[],3
1,12,0.1,2,"[457, 29]",22,1133,47,1,449,39.62930273609885,[],3
1,12,0.1,2,"[457, 29]",22,1133,48,0,449,39.62930273609885,[],3
1,12,0.1,2,"[267, 500]",24,1133,49,0,451,39.80582524271845,[],3
1,12,0.1,2,"[270, 320]",26,1133,50,1,454,40.07060900264784,[],3
1,12,0.1,2,"[270, 320]",26,1133,51,2,456,40.24713150926743,[],3
1,12,0.1,2,"[270, 320]",26,1133,52,0,456,40.24713150926743,[],3
1,12,0.1,2,"[531, 1004]",28,1133,53,0,458,40.42365401588703,[],3
1,12,0.1,2,"[511, 400]",30,1133,54,2,462,40.77669902912621,[],3
1,12,0.1,2,"[511, 400]",30,1133,55,2,464,40.95322153574581,[],3
1,12,0.1,2,"[511, 400]",30,1133,56,3,467,41.2180052956752,[],3
1,12,0.1,2,"[511, 400]",30,1133,57,2,469,41.394527802294796,[],3
1,12,0.1,2,"[511, 400]",30,1133,58,1,470,41.48278905560459,[],3
1,12,0.1,2,"[511, 400]",30,1133,59,0,470,41.48278905560459,[],3
1,12,0.1,2,"[975, 458]",32,1133,60,0,472,41.65931156222418,[],3
1,12,0.1,1,[266],33,1133,61,1,474,41.83583406884378,[],3
1,12,0.1,1,[266],33,1133,62,1,475,41.924095322153576,[],3
1,12,0.1,1,[266],33,1133,63,0,475,41.924095322153576,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,1,26,30,2.64783759929391,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,2,38,68,6.001765225066196,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,3,51,119,10.503089143865843,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,4,63,182,16.063548102383056,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,5,62,244,21.535745807590466,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,6,41,285,25.154457193292146,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,7,35,320,28.243601059135038,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,8,16,336,29.655781112091788,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,9,10,346,30.53839364518976,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,10,8,354,31.24448367166814,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,11,2,356,31.42100617828773,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,12,1,357,31.509267431597525,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,13,1,358,31.597528684907328,[],3
1,12,0.1,4,"[104, 22, 332, 15]",4,1133,14,0,358,31.597528684907328,[],3
1,12,0.1,4,"[577, 133, 51, 115]",8,1133,15,0,362,31.950573698146513,[],3
1,12,0.1,4,"[340, 459, 355, 57]",12,1133,16,9,375,33.097969991173876,[],3
1,12,0.1,4,"[340, 459, 355, 57]",12,1133,17,10,385,33.980582524271846,[],3
1,12,0.1,4,"[340, 459, 355, 57]",12,1133,18,6,391,34.510150044130626,[],3
1,12,0.1,4,"[340, 459, 355, 57]",12,1133,19,3,394,34.77493380406001,[],3
1,12,0.1,4,"[340, 459, 355, 57]",12,1133,20,1,395,34.863195057369815,[],3
1,12,0.1,4,"[340, 459, 355, 57]",12,1133,21,0,395,34.863195057369815,[],3
1,12,0.1,4,"[482, 197, 597, 774]",16,1133,22,0,399,35.216240070609004,[],3
1,12,0.1,4,"[89, 686, 92, 286]",20,1133,23,7,410,36.18711385701677,[],3
1,12,0.1,4,"[89, 686, 92, 286]",20,1133,24,8,418,36.89320388349515,[],3
1,12,0.1,4,"[89, 686, 92, 286]",20,1133,25,1,419,36.98146513680494,[],3
1,12,0.1,4,"[89, 686, 92, 286]",20,1133,26,2,421,37.15798764342454,[],3
