nr,nazwa,pp,numberOfSeeds,seeds,totalNumberOfSeeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
8,12,0.1,1,[338],10,1133,32,1,457,40.33539276257723,[],3
8,12,0.1,1,[338],10,1133,33,0,457,40.33539276257723,[],3
8,12,0.1,1,[659],11,1133,34,0,458,40.42365401588703,[],3
8,12,0.1,1,[199],12,1133,35,2,461,40.68843777581642,[],3
8,12,0.1,1,[199],12,1133,36,3,464,40.95322153574581,[],3
8,12,0.1,1,[199],12,1133,37,2,466,41.1297440423654,[],3
8,12,0.1,1,[199],12,1133,38,1,467,41.2180052956752,[],3
8,12,0.1,1,[199],12,1133,39,0,467,41.2180052956752,[],3
8,12,0.1,1,[756],13,1133,40,0,468,41.30626654898499,[],3
8,12,0.1,1,[392],14,1133,41,2,471,41.57105030891439,[],3
8,12,0.1,1,[392],14,1133,42,2,473,41.74757281553398,[],3
8,12,0.1,1,[392],14,1133,43,2,475,41.924095322153576,[],3
8,12,0.1,1,[392],14,1133,44,1,476,42.01235657546337,[],3
8,12,0.1,1,[392],14,1133,45,0,476,42.01235657546337,[],3
8,12,0.1,1,[426],15,1133,46,0,477,42.10061782877317,[],3
8,12,0.1,1,[553],16,1133,47,0,478,42.18887908208296,[],3
8,12,0.1,1,[321],17,1133,48,1,480,42.36540158870256,[],3
8,12,0.1,1,[321],17,1133,49,0,480,42.36540158870256,[],3
8,12,0.1,1,[494],18,1133,50,0,481,42.453662842012356,[],3
8,12,0.1,1,[72],19,1133,51,1,483,42.63018534863195,[],3
8,12,0.1,1,[72],19,1133,52,1,484,42.71844660194174,[],3
8,12,0.1,1,[72],19,1133,53,1,485,42.806707855251545,[],3
8,12,0.1,1,[72],19,1133,54,0,485,42.806707855251545,[],3
8,12,0.1,1,[457],20,1133,55,0,486,42.89496910856134,[],3
8,12,0.1,1,[383],21,1133,56,0,487,42.983230361871136,[],3
8,12,0.1,1,[212],22,1133,57,0,488,43.07149161518093,[],3
8,12,0.1,1,[499],23,1133,58,1,490,43.24801412180053,[],3
8,12,0.1,1,[499],23,1133,59,1,491,43.336275375110326,[],3
8,12,0.1,1,[499],23,1133,60,0,491,43.336275375110326,[],3
8,12,0.1,1,[1004],24,1133,61,0,492,43.42453662842012,[],3
8,12,0.1,1,[511],25,1133,62,0,493,43.51279788172992,[],3
8,12,0.1,1,[239],26,1133,63,0,494,43.60105913503972,[],3
8,12,0.1,1,[848],27,1133,64,2,497,43.865842894969106,[],3
8,12,0.1,1,[848],27,1133,65,0,497,43.865842894969106,[],3
8,12,0.1,1,[705],28,1133,66,0,498,43.95410414827891,[],3
8,12,0.1,1,[484],29,1133,67,0,499,44.042365401588704,[],3
8,12,0.1,1,[311],30,1133,68,1,501,44.2188879082083,[],3
8,12,0.1,1,[311],30,1133,69,2,503,44.39541041482789,[],3
8,12,0.1,1,[311],30,1133,70,0,503,44.39541041482789,[],3
8,12,0.1,1,[81],31,1133,71,0,504,44.48367166813769,[],3
8,12,0.1,1,[269],32,1133,72,1,506,44.66019417475729,[],3
8,12,0.1,1,[269],32,1133,73,0,506,44.66019417475729,[],3
8,12,0.1,1,[313],33,1133,74,0,507,44.74845542806708,[],3
8,12,0.1,2,"[104, 22]",2,1133,1,18,20,1.7652250661959399,[],3
8,12,0.1,2,"[104, 22]",2,1133,2,33,53,4.677846425419241,[],3
8,12,0.1,2,"[104, 22]",2,1133,3,41,94,8.296557811120918,[],3
8,12,0.1,2,"[104, 22]",2,1133,4,66,160,14.121800529567519,[],3
8,12,0.1,2,"[104, 22]",2,1133,5,79,239,21.09443954104148,[],3
8,12,0.1,2,"[104, 22]",2,1133,6,70,309,27.27272727272727,[],3
8,12,0.1,2,"[104, 22]",2,1133,7,53,362,31.950573698146513,[],3
8,12,0.1,2,"[104, 22]",2,1133,8,28,390,34.42188879082083,[],3
8,12,0.1,2,"[104, 22]",2,1133,9,16,406,35.83406884377759,[],3
8,12,0.1,2,"[104, 22]",2,1133,10,12,418,36.89320388349515,[],3
8,12,0.1,2,"[104, 22]",2,1133,11,9,427,37.68755516328332,[],3
8,12,0.1,2,"[104, 22]",2,1133,12,5,432,38.128861429832305,[],3
8,12,0.1,2,"[104, 22]",2,1133,13,1,433,38.2171226831421,[],3
8,12,0.1,2,"[104, 22]",2,1133,14,2,435,38.39364518976169,[],3
8,12,0.1,2,"[104, 22]",2,1133,15,0,435,38.39364518976169,[],3
8,12,0.1,2,"[354, 577]",4,1133,16,0,437,38.57016769638129,[],3
8,12,0.1,2,"[563, 428]",6,1133,17,2,441,38.92321270962047,[],3
8,12,0.1,2,"[563, 428]",6,1133,18,6,447,39.45278022947926,[],3
8,12,0.1,2,"[563, 428]",6,1133,19,2,449,39.62930273609885,[],3
8,12,0.1,2,"[563, 428]",6,1133,20,0,449,39.62930273609885,[],3
8,12,0.1,2,"[68, 218]",8,1133,21,0,451,39.80582524271845,[],3
8,12,0.1,2,"[451, 597]",10,1133,22,1,454,40.07060900264784,[],3
8,12,0.1,2,"[451, 597]",10,1133,23,2,456,40.24713150926743,[],3
8,12,0.1,2,"[451, 597]",10,1133,24,0,456,40.24713150926743,[],3
8,12,0.1,2,"[338, 659]",12,1133,25,0,458,40.42365401588703,[],3
8,12,0.1,2,"[199, 756]",14,1133,26,2,462,40.77669902912621,[],3
8,12,0.1,2,"[199, 756]",14,1133,27,5,467,41.2180052956752,[],3
8,12,0.1,2,"[199, 756]",14,1133,28,2,469,41.394527802294796,[],3
8,12,0.1,2,"[199, 756]",14,1133,29,1,470,41.48278905560459,[],3
8,12,0.1,2,"[199, 756]",14,1133,30,0,470,41.48278905560459,[],3
8,12,0.1,2,"[392, 426]",16,1133,31,0,472,41.65931156222418,[],3
8,12,0.1,2,"[553, 321]",18,1133,32,2,476,42.01235657546337,[],3
8,12,0.1,2,"[553, 321]",18,1133,33,3,479,42.27714033539276,[],3
8,12,0.1,2,"[553, 321]",18,1133,34,1,480,42.36540158870256,[],3
8,12,0.1,2,"[553, 321]",18,1133,35,0,480,42.36540158870256,[],3
8,12,0.1,2,"[494, 72]",20,1133,36,0,482,42.54192409532215,[],3
8,12,0.1,2,"[457, 383]",22,1133,37,2,486,42.89496910856134,[],3
8,12,0.1,2,"[457, 383]",22,1133,38,1,487,42.983230361871136,[],3
8,12,0.1,2,"[457, 383]",22,1133,39,0,487,42.983230361871136,[],3
8,12,0.1,2,"[212, 499]",24,1133,40,0,489,43.15975286849073,[],3
8,12,0.1,2,"[1004, 511]",26,1133,41,2,493,43.51279788172992,[],3
8,12,0.1,2,"[1004, 511]",26,1133,42,0,493,43.51279788172992,[],3
8,12,0.1,2,"[239, 848]",28,1133,43,0,495,43.689320388349515,[],3
8,12,0.1,2,"[705, 484]",30,1133,44,2,499,44.042365401588704,[],3
8,12,0.1,2,"[705, 484]",30,1133,45,1,500,44.1306266548985,[],3
8,12,0.1,2,"[705, 484]",30,1133,46,0,500,44.1306266548985,[],3
8,12,0.1,2,"[311, 81]",32,1133,47,0,502,44.3071491615181,[],3
8,12,0.1,1,[269],33,1133,48,3,506,44.66019417475729,[],3
8,12,0.1,1,[269],33,1133,49,0,506,44.66019417475729,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,1,28,32,2.824360105913504,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,2,47,79,6.972639011473963,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,3,49,128,11.297440423654017,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,4,69,197,17.387466902030006,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,5,83,280,24.71315092674316,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,6,67,347,30.62665489849956,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,7,42,389,34.33362753751103,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,8,15,404,35.65754633715799,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,9,9,413,36.45189761694616,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,10,7,420,37.06972639011474,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,11,7,427,37.68755516328332,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,12,5,432,38.128861429832305,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,13,1,433,38.2171226831421,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,14,2,435,38.39364518976169,[],3
8,12,0.1,4,"[104, 22, 332, 15]",4,1133,15,0,435,38.39364518976169,[],3
8,12,0.1,4,"[354, 577, 563, 428]",8,1133,16,0,439,38.74669020300088,[],3
8,12,0.1,4,"[68, 218, 451, 597]",12,1133,17,8,451,39.80582524271845,[],3
8,12,0.1,4,"[68, 218, 451, 597]",12,1133,18,5,456,40.24713150926743,[],3
8,12,0.1,4,"[68, 218, 451, 597]",12,1133,19,0,456,40.24713150926743,[],3
8,12,0.1,4,"[338, 659, 199, 756]",16,1133,20,0,460,40.60017652250662,[],3
8,12,0.1,4,"[392, 426, 553, 321]",20,1133,21,6,470,41.48278905560459,[],3
8,12,0.1,4,"[392, 426, 553, 321]",20,1133,22,5,475,41.924095322153576,[],3
8,12,0.1,4,"[392, 426, 553, 321]",20,1133,23,3,478,42.18887908208296,[],3
8,12,0.1,4,"[392, 426, 553, 321]",20,1133,24,2,480,42.36540158870256,[],3
8,12,0.1,4,"[392, 426, 553, 321]",20,1133,25,0,480,42.36540158870256,[],3
8,12,0.1,4,"[494, 72, 457, 383]",24,1133,26,0,484,42.71844660194174,[],3
8,12,0.1,4,"[212, 499, 1004, 511]",28,1133,27,2,490,43.24801412180053,[],3
8,12,0.1,4,"[212, 499, 1004, 511]",28,1133,28,3,493,43.51279788172992,[],3
8,12,0.1,4,"[212, 499, 1004, 511]",28,1133,29,0,493,43.51279788172992,[],3
8,12,0.1,4,"[239, 848, 705, 484]",32,1133,30,0,497,43.865842894969106,[],3
8,12,0.1,1,[311],33,1133,31,3,501,44.2188879082083,[],3
8,12,0.1,1,[311],33,1133,32,2,503,44.39541041482789,[],3
8,12,0.1,1,[311],33,1133,33,0,503,44.39541041482789,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,1,45,53,4.677846425419241,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,2,61,114,10.061782877316858,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,3,72,186,16.41659311562224,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,4,82,268,23.654015887025594,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,5,67,335,29.567519858781992,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,6,43,378,33.36275375110326,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,7,29,407,35.92233009708738,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,8,13,420,37.06972639011474,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,9,6,426,37.59929390997352,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,10,6,432,38.128861429832305,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,11,1,433,38.2171226831421,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,12,2,435,38.39364518976169,[],3
8,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,13,0,435,38.39364518976169,[],3
8,12,0.1,8,"[354, 577, 563, 428, 68, 218, 451, 597]",16,1133,14,0,443,39.09973521624007,[],3
8,12,0.1,8,"[338, 659, 199, 756, 548, 392, 426, 553]",24,1133,15,11,462,40.77669902912621,[],3
8,12,0.1,8,"[338, 659, 199, 756, 548, 392, 426, 553]",24,1133,16,11,473,41.74757281553398,[],3
8,12,0.1,8,"[338, 659, 199, 756, 548, 392, 426, 553]",24,1133,17,4,477,42.10061782877317,[],3
8,12,0.1,8,"[338, 659, 199, 756, 548, 392, 426, 553]",24,1133,18,2,479,42.27714033539276,[],3
8,12,0.1,8,"[338, 659, 199, 756, 548, 392, 426, 553]",24,1133,19,0,479,42.27714033539276,[],3
8,12,0.1,8,"[321, 494, 72, 457, 383, 212, 499, 1004]",32,1133,20,0,487,42.983230361871136,[],3
8,12,0.1,1,[511],33,1133,21,4,492,43.42453662842012,[],3
8,12,0.1,1,[511],33,1133,22,1,493,43.51279788172992,[],3
8,12,0.1,1,[511],33,1133,23,0,493,43.51279788172992,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,1,68,84,7.413945278022947,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,2,93,177,15.62224183583407,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,3,94,271,23.918799646954987,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,4,80,351,30.979699911738745,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,5,38,389,34.33362753751103,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,6,23,412,36.36363636363637,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,7,14,426,37.59929390997352,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,8,10,436,38.48190644307149,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,9,1,437,38.57016769638129,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,10,2,439,38.74669020300088,[],3
8,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,11,0,439,38.74669020300088,[],3
8,12,0.1,16,"[563, 428, 68, 218, 451, 597, 338, 659, 199, 756, 548, 392, 426, 553, 321, 494]",32,1133,12,0,455,40.15887025595764,[],3
8,12,0.1,1,[72],33,1133,13,20,476,42.01235657546337,[],3
8,12,0.1,1,[72],33,1133,14,6,482,42.54192409532215,[],3
8,12,0.1,1,[72],33,1133,15,3,485,42.806707855251545,[],3
8,12,0.1,1,[72],33,1133,16,0,485,42.806707855251545,[],3
